,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,ticker
1783,SPY250221P00425000,2025-02-13 20:13:25+00:00,425.0,0.01,0.0,0.01,0.0,0.0,13.0,2219.0,1.0312548437500002,False,REGULAR,USD,put,2025-02-21,SPY
1784,SPY250221P00430000,2025-02-13 20:13:16+00:00,430.0,0.01,0.0,0.01,0.0,0.0,117.0,6919.0,0.98437515625,False,REGULAR,USD,put,2025-02-21,SPY
1785,SPY250221P00435000,2025-02-13 15:23:23+00:00,435.0,0.01,0.0,0.01,0.0,0.0,1.0,2968.0,0.9687503125,False,REGULAR,USD,put,2025-02-21,SPY
1786,SPY250221P00440000,2025-02-14 21:06:15+00:00,440.0,0.01,0.0,0.01,0.0,0.0,3.0,9784.0,0.937500625,False,REGULAR,USD,put,2025-02-21,SPY
1787,SPY250221P00445000,2025-02-14 20:54:03+00:00,445.0,0.01,0.0,0.01,-0.01,-50.0,13.0,5317.0,0.9062509375,False,REGULAR,USD,put,2025-02-21,SPY
1788,SPY250221P00450000,2025-02-14 20:43:34+00:00,450.0,0.01,0.0,0.01,0.0,0.0,126.0,156678.0,0.87500125,False,REGULAR,USD,put,2025-02-21,SPY
1789,SPY250221P00455000,2025-02-14 19:57:32+00:00,455.0,0.01,0.0,0.01,-0.01,-50.0,281.0,2419.0,0.8437515624999999,False,REGULAR,USD,put,2025-02-21,SPY
1790,SPY250221P00460000,2025-02-14 18:49:20+00:00,460.0,0.02,0.01,0.02,0.0,0.0,11323.0,152979.0,0.87500125,False,REGULAR,USD,put,2025-02-21,SPY
1791,SPY250221P00465000,2025-02-14 21:06:08+00:00,465.0,0.02,0.01,0.02,-0.01,-33.333336,1741.0,4184.0,0.8437515624999999,False,REGULAR,USD,put,2025-02-21,SPY
1792,SPY250221P00470000,2025-02-14 20:14:08+00:00,470.0,0.01,0.01,0.02,-0.01,-50.0,396.0,152451.0,0.8125018749999999,False,REGULAR,USD,put,2025-02-21,SPY
1793,SPY250221P00475000,2025-02-14 18:35:47+00:00,475.0,0.01,0.01,0.02,-0.01,-50.0,381.0,6412.0,0.789064609375,False,REGULAR,USD,put,2025-02-21,SPY
1794,SPY250221P00480000,2025-02-14 17:03:47+00:00,480.0,0.02,0.01,0.02,0.0,0.0,4.0,22374.0,0.7578149218750001,False,REGULAR,USD,put,2025-02-21,SPY
1795,SPY250221P00485000,2025-02-14 20:11:11+00:00,485.0,0.02,0.01,0.02,-0.01,-33.333336,5.0,2394.0,0.726565234375,False,REGULAR,USD,put,2025-02-21,SPY
1796,SPY250221P00490000,2025-02-14 21:06:01+00:00,490.0,0.02,0.02,0.03,0.0,0.0,688.0,4322.0,0.726565234375,False,REGULAR,USD,put,2025-02-21,SPY
1797,SPY250221P00495000,2025-02-14 20:53:22+00:00,495.0,0.02,0.02,0.03,-0.01,-33.333336,47.0,5851.0,0.6953155468750001,False,REGULAR,USD,put,2025-02-21,SPY
1798,SPY250221P00500000,2025-02-14 21:02:03+00:00,500.0,0.03,0.02,0.03,-0.01,-25.0,91.0,104438.0,0.6640658593750002,False,REGULAR,USD,put,2025-02-21,SPY
1799,SPY250221P00505000,2025-02-14 20:56:22+00:00,505.0,0.03,0.02,0.03,-0.020000001,-40.000004,4.0,17327.0,0.632816171875,False,REGULAR,USD,put,2025-02-21,SPY
1800,SPY250221P00510000,2025-02-14 21:05:57+00:00,510.0,0.03,0.03,0.04,-0.020000001,-40.000004,3016.0,92384.0,0.6250037500000001,False,REGULAR,USD,put,2025-02-21,SPY
1801,SPY250221P00515000,2025-02-14 18:16:12+00:00,515.0,0.03,0.03,0.04,-0.020000001,-40.000004,101.0,7794.0,0.5937540625000001,False,REGULAR,USD,put,2025-02-21,SPY
1802,SPY250221P00520000,2025-02-14 21:08:18+00:00,520.0,0.04,0.03,0.04,-0.02,-33.333336,35.0,118907.0,0.5625043750000001,False,REGULAR,USD,put,2025-02-21,SPY
1803,SPY250221P00525000,2025-02-14 21:13:37+00:00,525.0,0.04,0.04,0.05,-0.030000001,-42.857143,1891.0,61132.0,0.5468795312500001,False,REGULAR,USD,put,2025-02-21,SPY
1804,SPY250221P00526000,2025-02-14 20:01:16+00:00,526.0,0.04,0.04,0.05,-0.030000001,-42.857143,3086.0,3415.0,0.5390671093750001,False,REGULAR,USD,put,2025-02-21,SPY
1805,SPY250221P00527000,2025-02-14 20:58:36+00:00,527.0,0.04,0.04,0.05,-0.07,-63.636364,2330.0,1808.0,0.53320779296875,False,REGULAR,USD,put,2025-02-21,SPY
1806,SPY250221P00528000,2025-02-14 21:00:33+00:00,528.0,0.04,0.04,0.05,-0.060000002,-60.0,2465.0,1625.0,0.5273484765625001,False,REGULAR,USD,put,2025-02-21,SPY
1807,SPY250221P00529000,2025-02-14 20:53:03+00:00,529.0,0.04,0.04,0.05,-0.089999996,-69.230774,2440.0,2135.0,0.5214891601562499,False,REGULAR,USD,put,2025-02-21,SPY
1808,SPY250221P00530000,2025-02-14 21:00:02+00:00,530.0,0.04,0.04,0.05,-0.02,-33.333336,2720.0,16974.0,0.51562984375,False,REGULAR,USD,put,2025-02-21,SPY
1809,SPY250221P00531000,2025-02-14 20:49:56+00:00,531.0,0.04,0.04,0.05,-0.050000004,-55.555557,385.0,1009.0,0.507817421875,False,REGULAR,USD,put,2025-02-21,SPY
1810,SPY250221P00532000,2025-02-14 20:48:39+00:00,532.0,0.04,0.04,0.05,-0.050000004,-55.555557,531.0,1417.0,0.5019581054687501,False,REGULAR,USD,put,2025-02-21,SPY
1811,SPY250221P00533000,2025-02-14 21:05:54+00:00,533.0,0.05,0.04,0.05,-0.029999997,-37.499996,244.0,2722.0,0.5019581054687501,False,REGULAR,USD,put,2025-02-21,SPY
1812,SPY250221P00534000,2025-02-14 21:13:37+00:00,534.0,0.05,0.04,0.05,-0.029999997,-37.499996,1372.0,1793.0,0.49609878906250005,False,REGULAR,USD,put,2025-02-21,SPY
1813,SPY250221P00535000,2025-02-14 20:49:14+00:00,535.0,0.05,0.04,0.05,-0.040000003,-44.444447,1373.0,7968.0,0.49023947265625006,False,REGULAR,USD,put,2025-02-21,SPY
1814,SPY250221P00536000,2025-02-14 21:13:43+00:00,536.0,0.05,0.04,0.05,-0.040000003,-44.444447,336.0,1614.0,0.48242705078125003,False,REGULAR,USD,put,2025-02-21,SPY
1815,SPY250221P00537000,2025-02-14 21:08:10+00:00,537.0,0.05,0.05,0.06,-0.040000003,-44.444447,173.0,2539.0,0.48633326171875,False,REGULAR,USD,put,2025-02-21,SPY
1816,SPY250221P00538000,2025-02-14 21:08:26+00:00,538.0,0.05,0.05,0.06,-0.06999999,-58.333332,1676.0,1504.0,0.4804739453125,False,REGULAR,USD,put,2025-02-21,SPY
1817,SPY250221P00539000,2025-02-14 19:24:55+00:00,539.0,0.07,0.05,0.06,-0.020000003,-22.222223,1736.0,1405.0,0.47461462890625,False,REGULAR,USD,put,2025-02-21,SPY
1818,SPY250221P00540000,2025-02-14 21:07:20+00:00,540.0,0.05,0.05,0.06,-0.040000003,-44.444447,2415.0,29764.0,0.467778759765625,False,REGULAR,USD,put,2025-02-21,SPY
1819,SPY250221P00541000,2025-02-14 20:59:26+00:00,541.0,0.05,0.05,0.06,-0.040000003,-44.444447,1867.0,1258.0,0.46094289062500005,False,REGULAR,USD,put,2025-02-21,SPY
1820,SPY250221P00542000,2025-02-14 20:49:10+00:00,542.0,0.04,0.05,0.06,-0.050000004,-55.555557,983.0,2081.0,0.45508357421875,False,REGULAR,USD,put,2025-02-21,SPY
1821,SPY250221P00543000,2025-02-14 20:52:33+00:00,543.0,0.05,0.05,0.06,-0.040000003,-44.444447,4671.0,2097.0,0.44922425781249997,False,REGULAR,USD,put,2025-02-21,SPY
1822,SPY250221P00544000,2025-02-14 20:51:21+00:00,544.0,0.06,0.05,0.06,-0.120000005,-66.666664,5986.0,1374.0,0.442388388671875,False,REGULAR,USD,put,2025-02-21,SPY
1823,SPY250221P00545000,2025-02-14 20:34:27+00:00,545.0,0.06,0.05,0.06,-0.030000005,-33.333336,1493.0,13539.0,0.43555251953125,False,REGULAR,USD,put,2025-02-21,SPY
1824,SPY250221P00546000,2025-02-14 16:47:45+00:00,546.0,0.06,0.05,0.06,-0.040000003,-40.000004,618.0,2434.0,0.42969320312500003,False,REGULAR,USD,put,2025-02-21,SPY
1825,SPY250221P00547000,2025-02-14 20:10:45+00:00,547.0,0.08,0.05,0.06,-0.020000003,-20.000002,439.0,1745.0,0.42383388671875,False,REGULAR,USD,put,2025-02-21,SPY
1826,SPY250221P00548000,2025-02-14 20:56:48+00:00,548.0,0.05,0.05,0.06,-0.05,-50.0,940.0,17876.0,0.41699801757812494,False,REGULAR,USD,put,2025-02-21,SPY
1827,SPY250221P00549000,2025-02-14 21:13:54+00:00,549.0,0.06,0.06,0.07,-0.05,-45.454544,892.0,1569.0,0.41797457031249996,False,REGULAR,USD,put,2025-02-21,SPY
1828,SPY250221P00550000,2025-02-14 21:11:47+00:00,550.0,0.06,0.06,0.07,-0.05,-45.454544,2033.0,89225.0,0.41211525390625,False,REGULAR,USD,put,2025-02-21,SPY
1829,SPY250221P00551000,2025-02-14 21:03:05+00:00,551.0,0.06,0.06,0.07,-0.05,-45.454544,5863.0,22513.0,0.405279384765625,False,REGULAR,USD,put,2025-02-21,SPY
1830,SPY250221P00552000,2025-02-14 21:02:47+00:00,552.0,0.06,0.06,0.07,-0.06,-50.0,6051.0,26287.0,0.398443515625,False,REGULAR,USD,put,2025-02-21,SPY
1831,SPY250221P00553000,2025-02-14 20:42:34+00:00,553.0,0.05,0.06,0.07,-0.06999999,-58.333332,951.0,9566.0,0.39258419921875,False,REGULAR,USD,put,2025-02-21,SPY
1832,SPY250221P00554000,2025-02-14 20:43:29+00:00,554.0,0.06,0.06,0.07,-0.06,-50.0,17.0,21721.0,0.38672488281249995,False,REGULAR,USD,put,2025-02-21,SPY
1833,SPY250221P00555000,2025-02-14 21:07:34+00:00,555.0,0.06,0.06,0.07,-0.06,-50.0,442.0,25366.0,0.379889013671875,False,REGULAR,USD,put,2025-02-21,SPY
1834,SPY250221P00556000,2025-02-14 20:41:29+00:00,556.0,0.06,0.06,0.07,-0.08,-57.142857,144.0,1550.0,0.37305314453125,False,REGULAR,USD,put,2025-02-21,SPY
1835,SPY250221P00557000,2025-02-14 20:59:41+00:00,557.0,0.06,0.06,0.07,-0.08,-57.142857,1889.0,31682.0,0.367193828125,False,REGULAR,USD,put,2025-02-21,SPY
1836,SPY250221P00558000,2025-02-14 20:40:04+00:00,558.0,0.07,0.07,0.08,-0.059999995,-46.153843,185.0,37278.0,0.367193828125,False,REGULAR,USD,put,2025-02-21,SPY
1837,SPY250221P00559000,2025-02-14 20:40:53+00:00,559.0,0.08,0.07,0.08,-0.049999997,-38.461536,284.0,26902.0,0.36035795898437495,False,REGULAR,USD,put,2025-02-21,SPY
1838,SPY250221P00560000,2025-02-14 21:14:14+00:00,560.0,0.07,0.07,0.08,-0.059999995,-46.153843,1638.0,37417.0,0.35352208984374994,False,REGULAR,USD,put,2025-02-21,SPY
1839,SPY250221P00561000,2025-02-14 17:51:52+00:00,561.0,0.09,0.07,0.08,-0.049999997,-35.714283,28.0,24031.0,0.34766277343749996,False,REGULAR,USD,put,2025-02-21,SPY
1840,SPY250221P00562000,2025-02-14 19:26:12+00:00,562.0,0.07,0.07,0.08,-0.080000006,-53.333336,892.0,22844.0,0.340826904296875,False,REGULAR,USD,put,2025-02-21,SPY
1841,SPY250221P00563000,2025-02-14 21:05:46+00:00,563.0,0.07,0.07,0.08,-0.080000006,-53.333336,577.0,7275.0,0.33399103515625,False,REGULAR,USD,put,2025-02-21,SPY
1842,SPY250221P00564000,2025-02-14 20:40:17+00:00,564.0,0.08,0.08,0.09,-0.07000001,-46.66667,115.0,3300.0,0.33301448242187504,False,REGULAR,USD,put,2025-02-21,SPY
1843,SPY250221P00565000,2025-02-14 21:09:50+00:00,565.0,0.09,0.08,0.09,-0.03999999,-30.769224,529.0,43912.0,0.32617861328125,False,REGULAR,USD,put,2025-02-21,SPY
1844,SPY250221P00566000,2025-02-14 17:35:12+00:00,566.0,0.1,0.08,0.09,-0.050000004,-33.333336,7.0,2741.0,0.3193427441406249,False,REGULAR,USD,put,2025-02-21,SPY
1845,SPY250221P00567000,2025-02-14 19:51:57+00:00,567.0,0.07,0.08,0.09,-0.089999996,-56.25,14.0,7955.0,0.313483427734375,False,REGULAR,USD,put,2025-02-21,SPY
1846,SPY250221P00568000,2025-02-14 20:58:02+00:00,568.0,0.09,0.09,0.1,-0.08,-47.058823,435.0,26514.0,0.31055376953124997,False,REGULAR,USD,put,2025-02-21,SPY
1847,SPY250221P00569000,2025-02-14 19:09:13+00:00,569.0,0.11,0.09,0.1,-0.060000002,-35.294117,622.0,4665.0,0.3042061767578125,False,REGULAR,USD,put,2025-02-21,SPY
1848,SPY250221P00570000,2025-02-14 21:09:50+00:00,570.0,0.1,0.09,0.1,-0.059999995,-37.499996,1095.0,101642.0,0.2978585839843749,False,REGULAR,USD,put,2025-02-21,SPY
1849,SPY250221P00571000,2025-02-14 21:01:06+00:00,571.0,0.09,0.09,0.1,-0.08,-47.058823,813.0,3750.0,0.2910227148437499,False,REGULAR,USD,put,2025-02-21,SPY
1850,SPY250221P00572000,2025-02-14 20:36:35+00:00,572.0,0.11,0.1,0.11,-0.08,-42.105263,237.0,12999.0,0.2880930566406249,False,REGULAR,USD,put,2025-02-21,SPY
1851,SPY250221P00573000,2025-02-14 20:32:18+00:00,573.0,0.11,0.1,0.11,-0.08,-42.105263,131.0,6234.0,0.28125718749999995,False,REGULAR,USD,put,2025-02-21,SPY
1852,SPY250221P00574000,2025-02-14 20:53:39+00:00,574.0,0.1,0.1,0.11,-0.1,-50.0,337.0,13382.0,0.274421318359375,False,REGULAR,USD,put,2025-02-21,SPY
1853,SPY250221P00575000,2025-02-14 21:08:25+00:00,575.0,0.1,0.11,0.12,-0.089999996,-47.368423,3701.0,68196.0,0.27149166015625,False,REGULAR,USD,put,2025-02-21,SPY
1854,SPY250221P00576000,2025-02-14 21:01:06+00:00,576.0,0.12,0.11,0.12,-0.080000006,-40.000004,782.0,5764.0,0.26416751464843746,False,REGULAR,USD,put,2025-02-21,SPY
1855,SPY250221P00577000,2025-02-14 21:14:33+00:00,577.0,0.11,0.11,0.12,-0.099999994,-47.619045,1250.0,7210.0,0.2573316455078125,False,REGULAR,USD,put,2025-02-21,SPY
1856,SPY250221P00578000,2025-02-14 20:43:53+00:00,578.0,0.12,0.12,0.13,-0.1,-45.454544,521.0,7451.0,0.25391371093750004,False,REGULAR,USD,put,2025-02-21,SPY
1857,SPY250221P00579000,2025-02-14 20:53:21+00:00,579.0,0.12,0.12,0.13,-0.1,-45.454544,3165.0,17725.0,0.24658956542968752,False,REGULAR,USD,put,2025-02-21,SPY
1858,SPY250221P00580000,2025-02-14 21:14:33+00:00,580.0,0.13,0.13,0.14,-0.11,-45.833336,15370.0,73967.0,0.24268335449218748,False,REGULAR,USD,put,2025-02-21,SPY
1859,SPY250221P00581000,2025-02-14 21:13:46+00:00,581.0,0.14,0.13,0.14,-0.099999994,-41.666664,635.0,6735.0,0.23535920898437498,False,REGULAR,USD,put,2025-02-21,SPY
1860,SPY250221P00582000,2025-02-14 21:09:41+00:00,582.0,0.15,0.14,0.15,-0.08999999,-37.499996,1493.0,6116.0,0.2309647216796875,False,REGULAR,USD,put,2025-02-21,SPY
1861,SPY250221P00583000,2025-02-14 21:05:25+00:00,583.0,0.15,0.14,0.15,-0.109999985,-42.307686,511.0,5051.0,0.22364057617187497,False,REGULAR,USD,put,2025-02-21,SPY
1862,SPY250221P00584000,2025-02-14 20:59:13+00:00,584.0,0.15,0.15,0.16,-0.13,-46.42857,1199.0,6110.0,0.2192460888671875,False,REGULAR,USD,put,2025-02-21,SPY
1863,SPY250221P00585000,2025-02-14 21:12:46+00:00,585.0,0.17,0.16,0.17,-0.14,-45.16129,2015.0,46325.0,0.213875048828125,False,REGULAR,USD,put,2025-02-21,SPY
1864,SPY250221P00586000,2025-02-14 21:14:59+00:00,586.0,0.17,0.17,0.18,-0.14999999,-46.874996,682.0,5579.0,0.2087481469726562,False,REGULAR,USD,put,2025-02-21,SPY
1865,SPY250221P00587000,2025-02-14 21:00:59+00:00,587.0,0.2,0.18,0.19,-0.13000001,-39.39394,2092.0,6460.0,0.20337710693359373,False,REGULAR,USD,put,2025-02-21,SPY
1866,SPY250221P00588000,2025-02-14 21:12:58+00:00,588.0,0.21,0.19,0.2,-0.17,-44.736843,634.0,7124.0,0.1977619287109375,False,REGULAR,USD,put,2025-02-21,SPY
1867,SPY250221P00589000,2025-02-14 21:13:03+00:00,589.0,0.22,0.21,0.22,-0.19,-46.341465,432.0,4947.0,0.19361157958984376,False,REGULAR,USD,put,2025-02-21,SPY
1868,SPY250221P00590000,2025-02-14 21:14:43+00:00,590.0,0.24,0.23,0.24,-0.21,-46.666668,20028.0,59178.0,0.18921709228515626,False,REGULAR,USD,put,2025-02-21,SPY
1869,SPY250221P00591000,2025-02-14 21:13:54+00:00,591.0,0.26,0.25,0.26,-0.23000002,-46.938778,1480.0,5942.0,0.18433432861328125,False,REGULAR,USD,put,2025-02-21,SPY
1870,SPY250221P00592000,2025-02-14 21:14:42+00:00,592.0,0.29,0.28,0.29,-0.22999999,-44.230766,1917.0,6264.0,0.18042811767578126,False,REGULAR,USD,put,2025-02-21,SPY
1871,SPY250221P00593000,2025-02-14 21:14:10+00:00,593.0,0.33,0.31,0.32,-0.25999996,-44.06779,2574.0,10938.0,0.17603363037109376,False,REGULAR,USD,put,2025-02-21,SPY
1872,SPY250221P00594000,2025-02-14 21:14:09+00:00,594.0,0.36,0.35,0.36,-0.27999997,-43.749996,1442.0,9923.0,0.17237155761718753,False,REGULAR,USD,put,2025-02-21,SPY
1873,SPY250221P00595000,2025-02-14 21:14:47+00:00,595.0,0.4,0.39,0.41,-0.30999997,-43.661972,30765.0,70367.0,0.16919776123046876,False,REGULAR,USD,put,2025-02-21,SPY
1874,SPY250221P00596000,2025-02-14 21:13:54+00:00,596.0,0.47,0.45,0.46,-0.29999998,-38.961037,2211.0,5097.0,0.1651694812011719,False,REGULAR,USD,put,2025-02-21,SPY
1875,SPY250221P00597000,2025-02-14 21:14:42+00:00,597.0,0.52,0.51,0.52,-0.35000002,-40.22989,8847.0,5577.0,0.16138533935546873,False,REGULAR,USD,put,2025-02-21,SPY
1876,SPY250221P00598000,2025-02-14 21:14:16+00:00,598.0,0.61,0.58,0.6,-0.33999997,-35.78947,2248.0,5129.0,0.15845568115234376,False,REGULAR,USD,put,2025-02-21,SPY
1877,SPY250221P00599000,2025-02-14 21:14:10+00:00,599.0,0.68,0.66,0.68,-0.34999996,-33.98058,1871.0,8114.0,0.15467153930664065,False,REGULAR,USD,put,2025-02-21,SPY
1878,SPY250221P00600000,2025-02-14 21:14:55+00:00,600.0,0.76,0.75,0.77,-0.40999997,-35.042732,37840.0,51293.0,0.1506432592773438,False,REGULAR,USD,put,2025-02-21,SPY
1879,SPY250221P00601000,2025-02-14 21:14:59+00:00,601.0,0.87,0.86,0.88,-0.39999998,-31.496061,4027.0,3611.0,0.14710325561523438,False,REGULAR,USD,put,2025-02-21,SPY
1880,SPY250221P00602000,2025-02-14 21:14:52+00:00,602.0,1.0,0.98,1.0,-0.46000004,-31.506851,3710.0,7711.0,0.1430749755859375,False,REGULAR,USD,put,2025-02-21,SPY
1881,SPY250221P00603000,2025-02-14 21:14:56+00:00,603.0,1.13,1.12,1.13,-0.51,-31.09756,2235.0,6290.0,0.13855841918945314,False,REGULAR,USD,put,2025-02-21,SPY
1882,SPY250221P00604000,2025-02-14 21:14:06+00:00,604.0,1.33,1.28,1.3,-0.4799999,-26.519331,3962.0,6830.0,0.13501841552734378,False,REGULAR,USD,put,2025-02-21,SPY
1883,SPY250221P00605000,2025-02-14 21:14:55+00:00,605.0,1.47,1.46,1.49,-0.56999993,-27.941174,27298.0,43705.0,0.13111220458984374,False,REGULAR,USD,put,2025-02-21,SPY
1884,SPY250221P00606000,2025-02-14 21:14:22+00:00,606.0,1.72,1.68,1.71,-0.53999996,-23.893805,5940.0,6988.0,0.12720599365234375,False,REGULAR,USD,put,2025-02-21,SPY
1885,SPY250221P00607000,2025-02-14 21:14:55+00:00,607.0,1.95,1.94,1.96,-0.5799999,-22.924898,11927.0,5553.0,0.12305564453125001,False,REGULAR,USD,put,2025-02-21,SPY
1886,SPY250221P00608000,2025-02-14 21:14:56+00:00,608.0,2.26,2.23,2.26,-0.5999999,-20.97902,8864.0,9543.0,0.11933253723144531,False,REGULAR,USD,put,2025-02-21,SPY
1887,SPY250221P00609000,2025-02-14 21:14:41+00:00,609.0,2.61,2.59,2.6,-0.59000015,-18.437504,9454.0,3944.0,0.11542632629394532,False,REGULAR,USD,put,2025-02-21,SPY
1888,SPY250221P00610000,2025-02-14 21:14:57+00:00,610.0,2.99,2.96,2.98,-0.6400001,-17.630856,34399.0,18319.0,0.1110318389892578,True,REGULAR,USD,put,2025-02-21,SPY
1889,SPY250221P00611000,2025-02-14 21:14:23+00:00,611.0,3.49,3.4,3.42,-0.5200002,-12.967586,7377.0,744.0,0.1067594207763672,True,REGULAR,USD,put,2025-02-21,SPY
1890,SPY250221P00612000,2025-02-14 21:03:59+00:00,612.0,4.04,3.9,3.93,-0.5100002,-11.208796,2466.0,9586.0,0.10279217529296875,True,REGULAR,USD,put,2025-02-21,SPY
1891,SPY250221P00613000,2025-02-14 21:14:14+00:00,613.0,4.52,4.46,4.5,-0.5999999,-11.718749,1407.0,1194.0,0.09839768798828125,True,REGULAR,USD,put,2025-02-21,SPY
1892,SPY250221P00614000,2025-02-14 21:01:11+00:00,614.0,5.31,5.09,5.14,-0.26999998,-4.8387094,412.0,1328.0,0.09400320068359375,True,REGULAR,USD,put,2025-02-21,SPY
1893,SPY250221P00615000,2025-02-14 21:14:19+00:00,615.0,5.87,5.8,5.85,-0.53999996,-8.424336,938.0,1925.0,0.08948664428710937,True,REGULAR,USD,put,2025-02-21,SPY
1894,SPY250221P00616000,2025-02-14 21:01:21+00:00,616.0,6.87,6.57,6.63,-0.28999996,-4.0502787,118.0,578.0,0.08472594970703126,True,REGULAR,USD,put,2025-02-21,SPY
1895,SPY250221P00617000,2025-02-14 19:35:28+00:00,617.0,7.34,7.39,7.47,-0.8299999,-10.159118,56.0,288.0,0.07911077148437501,True,REGULAR,USD,put,2025-02-21,SPY
1896,SPY250221P00618000,2025-02-14 21:00:30+00:00,618.0,8.61,8.24,8.36,-0.14000034,-1.600004,170.0,19.0,0.07081007324218751,True,REGULAR,USD,put,2025-02-21,SPY
1897,SPY250221P00619000,2025-02-14 21:14:40+00:00,619.0,9.34,9.16,9.29,-0.18999958,-1.9936998,80.0,6.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,SPY
1898,SPY250221P00620000,2025-02-14 21:10:37+00:00,620.0,10.07,10.06,10.42,-0.35000038,-3.3589287,320.0,177.0,0.09571216796875001,True,REGULAR,USD,put,2025-02-21,SPY
1899,SPY250221P00621000,2025-02-14 21:00:24+00:00,621.0,11.5,11.0,11.44,-8.4,-42.211052,224.0,0.0,0.10621010986328125,True,REGULAR,USD,put,2025-02-21,SPY
1900,SPY250221P00622000,2025-02-07 18:53:07+00:00,622.0,20.24,11.71,12.57,0.0,0.0,6.0,0.0,0.13062392822265623,True,REGULAR,USD,put,2025-02-21,SPY
1901,SPY250221P00623000,2025-01-31 20:56:25+00:00,623.0,21.13,12.71,13.53,0.0,0.0,1.0,2.0,0.133797724609375,True,REGULAR,USD,put,2025-02-21,SPY
1902,SPY250221P00624000,2025-02-14 15:35:19+00:00,624.0,13.73,13.71,14.52,-7.6499996,-35.7811,5.0,2.0,0.1401453173828125,True,REGULAR,USD,put,2025-02-21,SPY
1903,SPY250221P00625000,2025-02-14 19:20:22+00:00,625.0,14.68,14.76,15.41,-0.79999924,-5.167954,152.0,58.0,0.1294032373046875,True,REGULAR,USD,put,2025-02-21,SPY
1904,SPY250221P00630000,2025-02-14 21:10:37+00:00,630.0,20.09,19.77,20.4,-0.54999924,-2.664725,39.0,23.0,0.1601646484375,True,REGULAR,USD,put,2025-02-21,SPY
1905,SPY250221P00635000,2025-02-14 18:46:15+00:00,635.0,24.34,24.54,25.78,-1.1199989,-4.399053,2.0,0.0,0.2573316455078125,True,REGULAR,USD,put,2025-02-21,SPY
1906,SPY250221P00640000,2025-02-14 21:03:35+00:00,640.0,30.21,29.54,30.78,-0.49000168,-1.5960966,5.0,5.0,0.29492892578124996,True,REGULAR,USD,put,2025-02-21,SPY
1907,SPY250221P00645000,2025-02-14 21:03:35+00:00,645.0,35.3,34.54,35.78,-5.209999,-12.861019,12.0,0.0,0.3315496533203125,True,REGULAR,USD,put,2025-02-21,SPY
1908,SPY250221P00650000,2025-02-14 16:51:54+00:00,650.0,40.18,39.54,40.78,-0.5,-1.2291052,2.0,2.0,0.367193828125,True,REGULAR,USD,put,2025-02-21,SPY
1909,SPY250221P00655000,2025-02-13 21:02:58+00:00,655.0,45.56,44.54,45.78,0.0,0.0,5.0,0.0,0.40161731201171874,True,REGULAR,USD,put,2025-02-21,SPY
1910,SPY250221P00660000,2025-02-03 19:22:18+00:00,660.0,59.9,49.54,50.78,0.0,0.0,3.0,0.0,0.43555251953125,True,REGULAR,USD,put,2025-02-21,SPY
1911,SPY250221P00665000,2025-02-06 21:01:00+00:00,665.0,61.02,54.54,55.78,0.0,0.0,,0.0,0.4687553125,True,REGULAR,USD,put,2025-02-21,SPY
1912,SPY250221P00670000,2025-02-06 20:47:28+00:00,670.0,64.96,59.54,60.78,0.0,0.0,1.0,0.0,0.5009815527343751,True,REGULAR,USD,put,2025-02-21,SPY
1913,SPY250221P00675000,2025-01-24 19:29:06+00:00,675.0,66.7,64.54,65.78,0.0,0.0,20.0,0.0,0.5327195166015625,True,REGULAR,USD,put,2025-02-21,SPY
1914,SPY250221P00695000,2025-02-14 21:01:35+00:00,695.0,85.44,84.54,85.78,-0.099998474,-0.11690259,1.0,1.0,0.6547886083984377,True,REGULAR,USD,put,2025-02-21,SPY
1915,SPY250221P00700000,2025-02-14 21:01:35+00:00,700.0,90.43,89.54,90.78,-0.12000275,-0.1325265,2.0,1.0,0.6843293286132813,True,REGULAR,USD,put,2025-02-21,SPY
1916,SPY250221P00705000,2025-02-14 21:01:35+00:00,705.0,95.45,94.54,95.78,-0.11000061,-0.11511157,3.0,0.0,0.7133817724609376,True,REGULAR,USD,put,2025-02-21,SPY
1917,SPY250221P00710000,2025-02-03 17:30:37+00:00,710.0,112.56,99.54,100.78,0.0,0.0,,0.0,0.7417018017578124,True,REGULAR,USD,put,2025-02-21,SPY
1918,SPY250221P00750000,2024-12-19 18:15:37+00:00,750.0,162.5,150.36,153.87,0.0,0.0,2.0,0.0,1.989379935913086,True,REGULAR,USD,put,2025-02-21,SPY
1919,SPY250221P00800000,2024-12-27 20:26:24+00:00,800.0,204.95,197.73,198.98,0.0,0.0,314.0,0.0,2.106327976379394,True,REGULAR,USD,put,2025-02-21,SPY
1920,SPY250321C00180000,2025-02-13 16:49:38+00:00,180.0,427.59,429.95,431.18,0.0,0.0,3.0,216.0,1.8710943945312501,True,REGULAR,USD,call,2025-03-21,SPY
1921,SPY250321C00185000,2024-12-16 05:04:16+00:00,185.0,228.5,229.5,234.5,0.0,0.0,14.0,18.0,1.0000000000000003e-05,True,REGULAR,USD,call,2025-03-21,SPY
